text,sentiment
#duajari #ahokdjarot #badja #salamduajari #duajari #kode #code #gangster #farmer #foodhero https://www.instagram.com/p/BS1x10_Bovd/,positive
"Aplikasi nya bagus banget tapi pas saya coba tuh filter kayak tulisan nya "" periksa koneksi internet""mohon di perbaiki ya , padahal aku sudah pakai wifi loh , tolong di perbaiki padahal itu filter yang aku sukai plis di perbaiki ya !!",Negative
"lalu setelah film berakhir, mikir ''ngapain nonton film yang isinya anak sma semua..'' terus agak nyesel :(",negative
Seru banget persahabatan kalian🤩🔥,Positive
"aplikasi ini sangat membantu aku yg sedang belajar bahasa ,karna metode nya yg di buat seperti game jadi tidak membuat bosan dan jenuh,dan ingatkan satu hal, saat belajar jangan hanya mengisi /memilih,tapi ingatkan juga perkosakata ny, suksesss suksess selalu💐",Positive
Merampas hak dasar sebagai manusia harus batal demi hukum #ILCTvOne,negative
"Pada Pilkada DKI, AHY dan SBY jadi target hoax dan fitnah yang dilakukan akun-akun pendukung Ahok.",negative
semoga Anies menang pilkada dan AHY jadi presiden Indonesia 2019 Aamiin YRA klop dah!@AgusYudhoyono,positive
"Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas http://ln.is/m.nomor1.com/KfMAp … #kickandy",negative
pengusaha pisang goreng naik private jet 😭,Positive
Ukurannya sedikit lebih kecil dari yang saya harapkan.,negatif
Ini apk nya bagus tapi knp ya akhir akhir ini aku kalo mau foto pasti gak bisa kaya gambar nya tu hitam gitu jadi ak sebel lah😡 Ayo lah snow masa dari tadi ak mau foto kok ga bisa terus...kalo terus terusan kaya gini bisa bikin aku darah tinggi Lo😡😡😡😡😡😡,Negative
Proses klaim garansinya cukup merepotkan dan memakan waktu.,negatif
"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/",positive
UTUTUTUU LUCUU BANGETTTT????!!!! virtualhugvirtualhugvirtualhug💕💕,Positive
Anjir Kaget Gw Cokkk,Negative
njirrr kalo gua jadi Rd law malu banget di gituin,Negative
<PROVIDER_NAME> <PROVIDER_NAME> Berbagi berkah,positive
@pandji garing banget sih ni orang #hitamputiht7,negative
lumayan ini murah meriah <PROVIDER_NAME> ,positive
AKU titip JAYAKARTA @salimafillah #aniessandi,negative
Mudah-mudahan tidak ada regression bug setelah patch,negatif
ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv.,positive
Garansinya tidak berlaku karena alasan yang tidak jelas.,negatif
"Inilah Hasil Rekapituasi Manual Pilkada DKI, Anies-Sandi Tetap Menang http://fb.me/5WQ3cfXh0",positive
Coba beretika bila ingin dukungan dari konstituen setia #AHY. Jangan menipu dengan membuat meme dan berita palsu. Rachland Nashidik,negative
Semoga saja tidak mengecewakan seperti brand sebelumnya,negatif
Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,negative
Ahokers mendadak #AHY ?? Gak salah tuh?? Sesuatu banget !!  <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes> <Face With Stuck-Out Tongue & Closed Eyes>,negative
Sekarang tinggal tunggu sikap #AHY terhadap manuver agus   <Clapping Hands>  <Face With Cold Sweat> <Face With Cold Sweat>,negative
"Kali saja bpk @aniesbaswedan @sandiuno lihat, lagi di RSpun tetap selfie #OkeOce  <OK HAND>  #DebatPilkadaDki #AhokPanikAhokKalah",positive
#ahokdjarot #kpudkijakarta #sumarmo Saksi Ahok-Djarot Tolak Tandatangani Rekapitulasi Suara Pilkada http://dlvr.it/P1dBNY,negative
Pilkada telah ditutup dengan Debat (kusir) yang kusut kualitasnya. Debat terparah. #debatfinalpilkadadki #pilkadadki2017 #AhokDjarotDiRosi,negative
"#AniesSandi itu pemimpin yang akan berada ditengah,yang akan merangkul smua masyarakatnya,tanpa membedakan suku, agama,ras dan antargolongan",positive
"Bagus banget.. bisa 3 in 1 gitu pakainya..
Warna hitam yg netral, modelnya elegan.. ukuran pas, bahannya super bagus.",Positive
"Double LOL. @aniesbaswedan nuduh @AgusYudhoyono miskin ide, sekarang dia copy #AHY. @SBYudhoyono http://m.republika.co.id",negative
Menu makanannya terbatas dan rasanya tidak konsisten.,negatif
"#pilkadadki2017 jika ahok djarot menang, mereka tinggal melanjutkan tugas mereka, dan jika anis sandi menang, mudah-mudahan bisa lebih baik.",positive
"Dalam Pilkada DKI, AHY juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (AHY mendunia)",positive
"Jujur suka banget belajar pakai Duolingo!!! Aplikasi inilah yang membantu saya untuk menghafal kan bahasa bahasa.Aplikasi ini juga tidak membosankan!!, aplikasi ini sangat seru karena dibuat seperti game. Terima kasih Duolingo saya sekarang menjadi hafal bahasa - bahasa dengan mudah !! Ayo download aplikasi ini untuk belajar bahasa ! ☺️",Positive
Banyak moral yg bisa dipetik dari film wonder woman. Salah satunya adalah menjaga auratmu dr cowok hidung belang ?,positive
"baru diupdate karena sebelumnya ngelag terus, setelah diupdate malah tambah parah. Padahal udah nyelesaiin pelajarannya karena ngebug jadi nggak dihitung dan akhirnya ngulang lagi, yang harusnya misal tiga pelajaran jadi 4 atau bahkan lebih. Jadi harus keluar apk hapus dari riwayat baru masuk lagi, dan ini bukan cuma sekali dua kali padahal koneksi internetnya bagus lancar lancar aja. Padahal baru kemarin diupdate tapi performanya malah menurun.",Negative
#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi,positive
#Boikot<PROVIDER_NAME> bentuk tekanan masyarakat agar perusahaan publik sekelas <PROVIDER_NAME> lebih berhati-hati ke depannya… <URL>,negative
"Warga bekasi-tangerang-bogor-depok dihimbau agar mencoblos No.3,jangan (((No.2))) Dan bagi SEMUA warga DKI coblos (((No.2))) #PilkadaDki2017",positive
"Langkah ""Kuda"" Agus Yudhoyono -> https://goo.gl/95ldom  #AHY #SBY #PartaiDemokrat #Pilakada #DKIJakarta",positive
KENAPA HARI INI TERASA TENTRAM DAN BAHAGIA NONTON MATA NAJWA @Metro_TV,positive
"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy",positive
"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya.",positive
Terbaik Buat <PROVIDER_NAME> <PROVIDER_NAME>,positive
Tidak ada customer support yang bisa dihubungi saat ada masalah.,negatif
"Habis nonton film Kong: Skull Island 2017. Lumayan greget filmnya, 7.5 deh.. layak buat nobar",positive
"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",positive
jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna #kickandymetrotv,negative
"banyak, net tv tuh programnya bagus bagus soalnya 💔🤧",Positive
"<PROVIDER_NAME>  aku pakai <PROVIDER_NAME>, paket <PRODUCT_NAME> nya udah off tapi gantinya ada paket <PRODUCT_NAME> yg bisa gratisan youtube, senang banget <PROVIDER_NAME>",positive
"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",positive
netizen indo ini ternyata kadang goblok juga ya. padahal jelas jelas beda cuma perkara nama kebalik doang sampe jadi fitnah yang menyakitkan anjing anjingg,Negative
Biar jadi pelajaran buat yang lain... Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! #Boikot<PROVIDER_NAME>,negative
"AHY Kalah di Kandang, Begini Respon Para Tetangga. http://bit.ly/2kpEDv4 #pilkadadki",negative
"Yang terbaik n terpercaya, produk sangat bagus berkualitas, recommended! next bisa order lagi, sukses selalu ya gan",Positive
"njirrr naravittt, lagi galau luu???",Negative
Yeeeeyyy akhirnya kaka up lagii😻😻 semangat ya kakak 🫂🫂,Positive
bisa dipastikan sebagian besar voter #AHY akhirnya memilih @aniesbaswedan #pilkadaDKI #indonesia #saveNKRI,positive
"Saya melihat di relised brp kali karena udah ketebak lagu Indonesia kebanyakan galau dan ternyata iya, padahal suara mba ini bagus. Coba ka bikin lagu yang menggambarkan kebahagiaan",Positive
Semoga saja tidak ada masalah hardware,negatif
Kickandy gokil #kickandy,positive
"Isis juga lagi proses hukum, terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot, asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>",negative
sejujurnya aplikasinya bagus tetapi kok selalu error ya pas aku coba mau pakek filter nya kok gaada efek meke up nya gitu padahal udah coba uninstall terus download lagi tapi masih tetep aja nanti kalau udah diperbaiki saya kasih bintang 5,Negative
"Heran baca berita @liputan6dotcom berita #AniesSandi negatif terus, pantes portal beritanya sepi melempem. Payah!",negative
Kualitas jaringan <PROVIDER_NAME> sangat menurun di wilayah Sukabumi.,negative
"Bagus sih apknya, cuma pas ada update baru kaya sekarang misalnya ada pelajaran MTK sama musik kayanya ga semua ada buat negara, kayanya buat negara tertentu doang ya ?, padahal udh nanya sama beberapa peserta yg ada diduo yg ikut pelajaran itu mereka jawab dari update terbaru, saya pikir itu dari kursus sekolah yang terhubung ke duolingo, tapi bukan kata mereka, tolong buat developer tingkatkan lagi buat bagian pelajaran matematika sama musik buat negara yg belom ada,trs tmbh jg bahasa yg lain",Negative
Flm nya jelekk bingittsss.,negative
"bgs bgt cocok buat suvenir ,mo pesen  lg .",Positive
"Terimakasih AHY-SILVY, tanpa kalian jakarta tidak akan mempunyai gubernur baru",positive
G & M GEMBEL MOKONDO,Negative
dedy sombong nya keteraluan,negative
Assalamualaikum ...kakak pakai aplikasi apa sih kalau bikin planer,Positive
Mata Najwa malam ini kayaknya bakal seru banget,positive
Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia https://www.instagram.com/p/BTbroj0hnCS/,positive
Nelepon ke sesama <PROVIDER_NAME> pulsa 20.000 cuma cukup buat 23 menit? <PROVIDER_NAME> BANGSAT..............<PROVIDER_NAME>…<URL>,negative
Nunggu skenario selanjutnya..... #AHY,positive
"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",positive
Untungnya tidak ada masalah dengan konektivitas,positif
#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat,positive
Sayangnya loading time tidak selama yang dikeluhkan orang,positif
"yang penting janji2 rmh dp 0% n bantuan modal cepat cairkan. Kalo bohong, asset2 #AniesSandi hrs dijual untuk rakyat sesuai komitmen",negative
"Semangat ketua, kalau butuh fotografer abal abal tinggal manggil aja wkwk😂🙌",Positive
"Kasihan #AHY ,, Tidak menyadari ada musuh dalam sarung Selfienya sebagai motivasi terselubung hmmm.",negative
Spil tasnya plissss 😢,Positive
tutor menaikkan mood makan yang ilang,Positive
Kenapa! Masa buka Facebook aja gak bisa <PROVIDER_NAME>,negative
Percuma pak. fahri dower itu masih sakit hati sama KPK. #ILC,negative
"@SBYudhoyono setelah pilkada DKI, AHY jadi sangat diperhitungkan. Diharapkan dia bisa menjadi pemimpin RI selanjutnya",positive
Sayang... Manis banget. Belum lagi Shizuku-nya cantik banget.,Positive
"Tolong untuk bagian kek menulis satu huruf semisal satu huruf hanzi, jangan semuanya disebutin, cukup satu saja yang disebut yaitu yang sedang dilatih goresan bentuk hurufnya, biar ga bikin bingung. Contoh 你好，ketika praktik menulis 好，jangan full suaranya nyebut 你好，tapi cukup yang sedang dipraktikan saja yaitu 好 yang ada pengucapannya.",Negative
Ngapain selingkuh segala sih anjing? Kalo mau udahan ya tinggal ngomong ajalah. Kecewanya dobelÂ² tolol,Negative
Nebeeeeenngggg....,Negative
Manual book-nya lengkap dengan ilustrasi yang jelas dan mudah diikuti.,positif
Wow..Keren suaranya .. Ditunggu Lagu selanjutnya..,Positive
"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya",negative
snow anjg makin kesini makin kesono update ny udh bener kya dlu malah begini tolong dong bug ny benerin setiap download knp layar ny item?? pas dlu kamera ny oke makin ke sini kamera ny bnyk bug perbaikin dong jgn di update GK jls mulu,Negative
"Kalau Ahok lawannya Djarot, aku mungkin pilih Djarot karena memang Ahok perlu belajar lebih baik mengenai humas dan diplomasi #PilkadaDKI201",negative
"Kecewa dgn plot cerita film dengan the guys, critanya seakan lompat ga ada proses visual yg bs bikin kta mengerti mengapa amira suka sm alfi",negative
Ngadepin orang mudah marah tuh gimana si anj? 😭😭 Energi gue ampe abisss asuuuu,Negative
Warnanya pudar setelah dicuci beberapa kali saja.,negatif
"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",positive
"Sistem pembayarannya fleksibel dan aman, banyak pilihan metode payment.",positif
<PROVIDER_NAME> <PROVIDER_NAME> ini kualitas provider <PROVIDER_NAME> gangguan trouble mahal berhari2 #useless4g <URL>,negative
Fitur yang diiklankan ternyata tidak berfungsi dengan baik.,negatif
"Sebenernya nggak ada yang salah sama akting Prilly di film Danur menurut aku oke oke aja. Yang kurang greget itu ceritanya sih, kurang kuat.",negative
Koneksi internet <PROVIDER_NAME> yg lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.,positive
"waduh maaf, saya ahoker tapi kalo yang ini saya setuju sama pak anies.. gimana ya #aniessandi #ahokselaludihati",positive
ga sabar nunggu 2019!!! #ILCTvOne,positive
Jangan biarkan ini terjadi!! #Gue2 #BaDjaUntukJakarta #pilkadadki2017,negative
#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#,positive
anjir Sally face,Negative
"Alhamdulillah.... #AHY tersambut hangat, mesra dan intim di NTB.",positive
Ada masalah dengan #kebhinnekaan ? Kayaknya nggak ada deh ! Kalau kita fokus #OkeOce insyaALLOH akan Oke-Oke aja  <OK HAND>,positive
waduuhhh...Kereeen bangeeet dedek2 emeesh,positive
jangan susah2 pak pertanyaannya ..... Bisanya #OkeOce saja,negative
"Orang orang yg g cuma hebat tapi juga pekerja keras, tulus, setia dan gagah berani berkumpul bersama.. Saya doakan semoga semuanya selalu diberi kesehatan, rejeki yg cukup serta semakin cemerlang karirnya. Teruntuk mas Syarif dan pak Windra saya ucapkan banyak"" terimaksih atas kesetiaannya menjaga pak Jokowi sampai saat ini meskipun beliau sudah purna tugas. Titip pak Jokowi ya kapten tolong selalu jga beliau. ❤️❤️",Positive
Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel,negative
Suka banget sama episode Hitam Putih malam ini! #HitamPutih_Trans7,positive
#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017,negative
Fitur keamanannya canggih dan memberikan peace of mind saat penggunaan.,positif
Mantappppp nyaman pas di kantong terimakasih,Positive
Mudah-mudahan tidak ada security vulnerability,negatif
hanya di negri ini orang kaya dapat sumbangan,Negative
"Anyiennnnggg.. Suaranya ancur banget, lebih merdu tukang gorengan",negative
#ILCtvone bangga kepada #PANGLIMATNI #JendralGatotNurmantyo,positive
kenapa org bangsat begini panjang umur si,Negative
adek gue sampe pingsan anj😭,Negative
#gue2 #kami2 #ahokdjarot #tetapahokdjarot #suarakankebenaran #weedbegoodtogether #katakitaig https://www.instagram.com/p/BS3mqF8lxNP/,positive
Untungnya tidak ada bau aneh yang mengganggu,positif
"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa",positive
kasian.. masjid dijadikan alat tempat balas dendam.. takbir dilontarkan untuk memuaskan kebencian.. benar2 PARAH pendukung #AniesSandi,negative
#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,positive
"2X KETEMU MATHIL FOMO ANJINK BABI TOLOL BET DAH, DAH HONOR MSH AJA TOLOL",Negative
Sebentar lagi kita lupakan kegilaan pilkada DKI. Mari berlari bersama AHY. Kita mulai dari Kepri 23 April,positive
"Ini film keren, banyak falsafah hidup. Salut",positive
ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ,positive
"[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.",positive
Pakai paket <PRODUCT_NAME> <PROVIDER_NAME> irit.  <PROVIDER_NAME> <PROVIDER_NAME> <URL> ,positive
"Batal nyoblos, baru tau ternyata ga ada no.1 di kertas suara. #AHY #kangen #mosing	",negative
Aneh dan makin aneh.. Sesama umat sendiri di usir #PILKADA #pilkadadki2017,negative
"warna pas. cocok.model simpel.
dipake nyaman sekali",Positive
setiap hari aku slalu nonton Hitam Putih di Trans7. Hbs acara nya bagus banget mas Dedy.,positive
"bawa in oasis lah ,Kren itu",Positive
"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",negative
Produk ini benar-benar mengubah rutinitas harian saya menjadi lebih efisien.,positif
"Hari ini kalah di #pilkadadki2017 , besok kalah dipengadilan. #penjarakanahok",negative
CEO <PROVIDER_NAME> harus bertanggung jawab. Sudah ada counter perdana HP berhenti jual perdana <PROVIDER_NAME> #Boikot<PROVIDER_NAME>,negative
apk nya bagus tapi yang bikin kesel knpa si setiap buka apk snow nya trs kita mau coba pake efek ga ada efek nya?? kaya ga pake efek muka nya ya tetep Ireng😇,Negative
@beexkuanlin Sepanjang film gwa berkata kasar terus pada bapaknya,negative
gini nih..... klo abis ngeluarin energi banyak banget sampe kos dah kaya orang paling cape sedunia 😭😭😭,Positive
